Problem,Topology,NumNodes,TempFailProb,PermFailProb,GridSize,ItersToConverge
push_sum,line,400,0.5,0.1,25,8
push_sum,line,400,0,0.1,50,8
push_sum,fully_connected,1000,0.1,0.5,25,7
push_sum,fully_connected,400,0.1,0.1,25,21
push_sum,line,400,0.5,0.5,50,9
push_sum,imperfect_grid,400,0.5,0.5,50,7
push_sum,imperfect_grid,400,0.1,0.5,25,7
push_sum,imperfect_grid,400,0.1,0.5,50,7
push_sum,grid,1000,0.1,0.5,25,8
push_sum,imperfect_grid,400,0,0.1,5,13
push_sum,fully_connected,1000,0.5,0.5,5,9
push_sum,fully_connected,10,0,0,50,442
push_sum,imperfect_grid,400,0.5,0.1,50,9
push_sum,imperfect_grid,400,0.5,0.1,5,11
push_sum,grid,1000,0.5,0.5,50,7
push_sum,fully_connected,1000,0.5,0.1,5,8
push_sum,fully_connected,1000,0.5,0.5,50,8
push_sum,line,1000,0,0.5,25,7
push_sum,grid,400,0,0.1,25,8
push_sum,grid,1000,0.5,0.5,5,8
push_sum,imperfect_grid,400,0.1,0.5,5,10
push_sum,fully_connected,1000,0.1,0.5,5,10
push_sum,fully_connected,1000,0.1,0.1,50,11
push_sum,line,400,0.5,0.1,5,12
push_sum,imperfect_grid,400,0.1,0.1,5,17
push_sum,fully_connected,5,0.5,0,5,178
push_sum,grid,1000,0.1,0.5,5,7
push_sum,fully_connected,1000,0.5,0.5,25,9
push_sum,grid,400,0.1,0.5,25,7
push_sum,fully_connected,1000,0.1,0.5,50,8
push_sum,grid,1000,0.5,0.1,50,10
push_sum,fully_connected,400,0.1,0.1,50,27
push_sum,line,1000,0,0.1,25,7
push_sum,fully_connected,1000,0,0.5,50,7
push_sum,grid,1000,0,0.1,25,18
push_sum,fully_connected,1000,0,0.5,25,7
push_sum,line,1000,0.1,0.5,25,8
push_sum,grid,1000,0.5,0.5,25,7
push_sum,fully_connected,1000,0,0.1,25,11
push_sum,grid,1000,0.1,0.1,5,7
push_sum,grid,1000,0.1,0.1,25,11
push_sum,line,400,0.1,0.5,50,11
push_sum,line,1000,0.1,0.1,50,10
push_sum,grid,1000,0.5,0.1,5,12
push_sum,grid,1000,0,0.5,50,7
push_sum,grid,1000,0.1,0.5,50,8
push_sum,fully_connected,5,0,0,50,171
push_sum,line,1000,0.5,0.5,5,7
push_sum,fully_connected,1000,0.1,0.1,25,20
push_sum,grid,1000,0,0.5,25,10
push_sum,line,1000,0,0.5,5,7
push_sum,fully_connected,5,0.1,0,50,168
push_sum,line,1000,0.5,0.5,25,9
push_sum,imperfect_grid,1000,0.1,0.1,5,9
push_sum,grid,1000,0.5,0.1,25,13
push_sum,line,1000,0,0.5,50,8
push_sum,imperfect_grid,200,0.5,0.1,5,26
push_sum,imperfect_grid,1000,0,0.5,5,10
push_sum,imperfect_grid,1000,0.1,0.5,25,7
push_sum,grid,10,0.5,0,5,835
push_sum,imperfect_grid,100,0.5,0,5,73
push_sum,fully_connected,400,0,0.1,5,44
push_sum,imperfect_grid,1000,0.1,0.5,5,7
push_sum,imperfect_grid,1000,0.5,0.1,5,12
push_sum,imperfect_grid,20,0,0,25,84
push_sum,imperfect_grid,1000,0.1,0.1,50,15
push_sum,line,200,0.5,0.5,25,7
push_sum,line,1000,0,0.1,50,16
push_sum,grid,1000,0,0.1,5,7
push_sum,fully_connected,400,0,0.1,50,40
push_sum,imperfect_grid,200,0.1,0.5,5,12
push_sum,line,1000,0,0.1,5,15
push_sum,line,400,0,0.1,5,33
push_sum,line,1000,0.1,0.1,25,8
push_sum,imperfect_grid,1000,0.5,0.5,5,8
push_sum,fully_connected,1000,0,0.5,5,7
push_sum,grid,400,0,0.1,5,22
push_sum,imperfect_grid,1000,0,0.5,25,8
push_sum,imperfect_grid,1000,0.1,0.5,50,10
push_sum,line,1000,0.5,0.1,25,12
push_sum,line,1000,0.1,0.1,5,11
push_sum,line,1000,0.1,0.5,50,7
push_sum,fully_connected,1000,0.5,0.1,25,23
push_sum,imperfect_grid,1000,0.5,0.5,25,7
push_sum,imperfect_grid,1000,0.5,0.5,50,7
push_sum,line,1000,0.5,0.1,5,30
push_sum,imperfect_grid,1000,0.5,0.1,25,23
push_sum,grid,1000,0,0.5,5,8
push_sum,imperfect_grid,1000,0.1,0.1,25,12
push_sum,imperfect_grid,1000,0,0.1,50,8
push_sum,grid,200,0,0.1,50,58
push_sum,imperfect_grid,1000,0,0.1,25,21
push_sum,fully_connected,1000,0.1,0.1,5,41
push_sum,imperfect_grid,1000,0,0.5,50,12
push_sum,fully_connected,1000,0,0.1,50,27
push_sum,grid,400,0.5,0.1,50,30
push_sum,fully_connected,1000,0.5,0.1,50,21
push_sum,line,1000,0.5,0.5,50,7
push_sum,grid,1000,0,0.1,50,23
push_sum,imperfect_grid,1000,0.5,0.1,50,15
push_sum,grid,1000,0.1,0.1,50,26
push_sum,fully_connected,1000,0,0.1,5,44
push_sum,fully_connected,400,0,0.1,25,43
push_sum,line,1000,0.5,0.1,50,30
push_sum,imperfect_grid,1000,0,0.1,5,25
push_sum,line,1000,0.1,0.5,5,8
push_sum,grid,10,0.5,0,25,894
push_sum,imperfect_grid,400,0.1,0.1,25,43
push_sum,imperfect_grid,400,0,0.1,25,60
push_sum,imperfect_grid,50,0.1,0,5,155
push_sum,imperfect_grid,200,0.1,0,5,110
push_sum,imperfect_grid,50,0.5,0,50,182
push_sum,line,5,0,0,5,212
push_sum,fully_connected,5,0.1,0,25,190
push_sum,imperfect_grid,50,0.1,0,25,177
push_sum,fully_connected,20,0.1,0,5,1027
push_sum,fully_connected,5,0.5,0,25,214
push_sum,grid,5,0.5,0,50,399
push_sum,imperfect_grid,100,0.1,0,50,170
push_sum,line,10,0,0,50,1549
push_sum,imperfect_grid,200,0.5,0,5,193
push_sum,imperfect_grid,75,0.5,0,50,243
push_sum,grid,20,0.5,0,5,2767
push_sum,imperfect_grid,100,0.1,0,5,263
push_sum,fully_connected,10,0.5,0,5,349
push_sum,fully_connected,10,0.1,0,25,331
push_sum,imperfect_grid,100,0,0,5,320
push_sum,fully_connected,10,0.5,0,50,332
push_sum,imperfect_grid,75,0,0,5,382
push_sum,fully_connected,10,0.1,0,50,348
push_sum,grid,20,0.1,0,25,2844
push_sum,fully_connected,10,0.1,0,5,367
push_sum,imperfect_grid,200,0.1,0,50,393
push_sum,line,10,0.1,0,50,2631
push_sum,imperfect_grid,400,0.1,0,25,511
push_sum,fully_connected,20,0.1,0,25,999
push_sum,fully_connected,10,0.5,0,25,413
push_sum,grid,5,0,0,50,363
push_sum,grid,5,0.1,0,25,463
push_sum,grid,5,0.1,0,5,455
push_sum,imperfect_grid,100,0.1,0,25,450
push_sum,line,5,0,0,50,512
push_sum,imperfect_grid,200,0.5,0,50,791
push_sum,fully_connected,10,0,0,25,391
push_sum,line,5,0.5,0,5,515
push_sum,grid,20,0,0,25,2538
push_sum,imperfect_grid,100,0,0,50,596
push_sum,grid,5,0.1,0,50,467
push_sum,line,5,0,0,25,565
push_sum,imperfect_grid,75,0.1,0,50,529
push_sum,line,5,0.5,0,50,470
push_sum,fully_connected,20,0,0,25,589
push_sum,line,5,0.1,0,50,449
push_sum,imperfect_grid,75,0.5,0,5,678
push_sum,imperfect_grid,100,0.5,0,25,676
push_sum,grid,5,0,0,5,471
push_sum,line,5,0.1,0,25,476
push_sum,imperfect_grid,200,0,0,5,714
push_sum,imperfect_grid,200,0.5,0,25,977
push_sum,imperfect_grid,400,0,0,50,717
push_sum,imperfect_grid,100,0,0,25,895
push_sum,fully_connected,20,0.5,0,25,710
push_sum,line,5,0.5,0,25,605
push_sum,fully_connected,20,0,0,50,756
push_sum,imperfect_grid,200,0,0,25,1080
push_sum,grid,10,0,0,50,761
push_sum,grid,20,0,0,50,2730
push_sum,grid,10,0.1,0,5,810
push_sum,fully_connected,20,0,0,5,853
push_sum,fully_connected,20,0.5,0,5,869
push_sum,fully_connected,20,0.1,0,50,822
push_sum,grid,10,0.1,0,50,893
push_sum,imperfect_grid,400,0.1,0,5,1482
push_sum,imperfect_grid,400,0,0,5,1642
push_sum,grid,10,0.5,0,50,807
push_sum,grid,10,0,0,25,820
push_sum,imperfect_grid,1000,0,0,5,1710
push_sum,fully_connected,20,0.5,0,50,856
push_sum,imperfect_grid,400,0.1,0,50,1324
push_sum,imperfect_grid,200,0.1,0,25,1590
push_sum,fully_connected,50,0.1,0,25,2073
push_sum,fully_connected,50,0.1,0,5,2385
push_sum,fully_connected,50,0.5,0,5,2394
push_sum,fully_connected,50,0,0,25,2148
push_sum,imperfect_grid,400,0.5,0,50,2821
push_sum,fully_connected,50,0,0,50,2441
push_sum,fully_connected,50,0.5,0,25,2149
push_sum,fully_connected,50,0.1,0,50,2677
push_sum,line,10,0,0,25,1940
push_sum,fully_connected,75,0.1,0,5,2585
push_sum,line,10,0.5,0,50,2108
push_sum,imperfect_grid,200,0,0,50,2452
push_sum,fully_connected,75,0,0,5,3537
push_sum,line,10,0.5,0,25,2320
push_sum,imperfect_grid,1000,0.5,0,5,4435
push_sum,fully_connected,100,0,0,25,4619
push_sum,line,50,0.5,0,25,4365
push_sum,fully_connected,50,0,0,5,2409
push_sum,grid,20,0.1,0,5,2194
push_sum,line,10,0,0,5,3251
push_sum,imperfect_grid,1000,0,0,50,4308
push_sum,fully_connected,100,0.5,0,5,4233
push_sum,fully_connected,75,0.1,0,25,3373
push_sum,fully_connected,75,0.5,0,25,3540
push_sum,fully_connected,100,0.5,0,50,4053
push_sum,line,20,0.5,0,50,5032
push_sum,fully_connected,75,0,0,50,3299
push_sum,fully_connected,50,0.5,0,50,3014
push_sum,imperfect_grid,400,0.5,0,5,4563
push_sum,grid,20,0,0,5,2734
push_sum,fully_connected,75,0,0,25,2928
push_sum,fully_connected,100,0,0,50,5048
push_sum,fully_connected,75,0.1,0,50,3838
push_sum,imperfect_grid,1000,0.5,0,50,4996
push_sum,grid,20,0.5,0,25,2617
push_sum,grid,20,0.1,0,50,2640
push_sum,line,10,0.1,0,5,3011
push_sum,fully_connected,75,0.5,0,50,3547
push_sum,grid,20,0.5,0,50,2685
push_sum,fully_connected,75,0.5,0,5,3399
push_sum,imperfect_grid,100,0.5,0,50,3527
push_sum,fully_connected,100,0.1,0,25,5484
push_sum,line,10,0.5,0,5,3047
push_sum,fully_connected,100,0.5,0,25,5037
push_sum,fully_connected,100,0.1,0,50,4604
push_sum,fully_connected,100,0.1,0,5,4551
push_sum,fully_connected,100,0,0,5,4738
push_sum,imperfect_grid,1000,0.1,0,5,8234
push_sum,imperfect_grid,400,0.5,0,25,7681
push_sum,fully_connected,200,0.1,0,5,9121
push_sum,imperfect_grid,1000,0.1,0,50,8679
push_sum,imperfect_grid,400,0,0,25,9184
push_sum,line,75,0.1,0,5,11970
